Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Phân loại,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Hướng ban công,Thông tin khác,Lịch sử giá,Khoảng giá
Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine City,Căn hộ chung cư tại Sunshine City,"96,7 m²","7,2 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 6; Số căn hộ: 2.368,"Giá T10/22: 51,3 tr/m²; Giá T11/22: 50 tr/m²; Giá T12/22: 49,1 tr/m²; Giá T1/23: 47,4 tr/m²; Giá T2/23: 49,1 tr/m²; Giá T3/23: 49,2 tr/m²; Giá T4/23: 48,1 tr/m²; Giá T5/23: 48,5 tr/m²; Giá T6/23: 48,6 tr/m²; Giá T7/23: 48 tr/m²; Giá T8/23: 50 tr/m²; Giá T9/23: 49,3 tr/m²; Giá T10/23: 52,8 tr/m²; Giá T11/23: 54 tr/m²; Giá T12/23: 51,4 tr/m²; Giá T1/24: 52,5 tr/m²; Giá T2/24: 55,9 tr/m²; Giá T3/24: 58,9 tr/m²; Giá T4/24: 62,7 tr/m²; Giá T5/24: 65,2 tr/m²; Giá T6/24: 65,2 tr/m²; Giá T7/24: 67,7 tr/m²; Giá T8/24: 71,4 tr/m²; Giá T9/24: 73,5 tr/m²; Giá T10/24: 75,3 tr/m²;  ","44,1 82,7; 42,8 80,1; 43,8 57,8; 42,3 58,3; 43,8 69,1; 42,9 72,6; 43,8 71; 43,4 65; 44,4 59; 43,2 62,9; 44,5 64,8; 43,8 65,5; 46,2 64,8; 46,3 68; 46,2 73,7; 46,9 63,1; 48,6 62,6; 51,5 74,9; 53,7 75,9; 56,1 78,4; 55,1 88,8; 60 93,9; 64,1 97,1; 64 91,4; 66,4 90,9"
Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine City,Căn hộ chung cư tại Sunshine City,"96,9 m²","7,95 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Không có thông tin,Nam,Không có thông tin,Số tòa: 6; Số căn hộ: 2.368,"Giá T10/22: 51,3 tr/m²; Giá T11/22: 50 tr/m²; Giá T12/22: 49,1 tr/m²; Giá T1/23: 47,4 tr/m²; Giá T2/23: 49,1 tr/m²; Giá T3/23: 49,2 tr/m²; Giá T4/23: 48,1 tr/m²; Giá T5/23: 48,5 tr/m²; Giá T6/23: 48,6 tr/m²; Giá T7/23: 48 tr/m²; Giá T8/23: 50 tr/m²; Giá T9/23: 49,3 tr/m²; Giá T10/23: 52,8 tr/m²; Giá T11/23: 54 tr/m²; Giá T12/23: 51,4 tr/m²; Giá T1/24: 52,5 tr/m²; Giá T2/24: 55,9 tr/m²; Giá T3/24: 58,9 tr/m²; Giá T4/24: 62,7 tr/m²; Giá T5/24: 65,2 tr/m²; Giá T6/24: 65,2 tr/m²; Giá T7/24: 67,7 tr/m²; Giá T8/24: 71,4 tr/m²; Giá T9/24: 73,5 tr/m²; Giá T10/24: 75,3 tr/m²;  ","44,1 82,7; 42,8 80,1; 43,8 57,8; 42,3 58,3; 43,8 69,1; 42,9 72,6; 43,8 71; 43,4 65; 44,4 59; 43,2 62,9; 44,5 64,8; 43,8 65,5; 46,2 64,8; 46,3 68; 46,2 73,7; 46,9 63,1; 48,6 62,6; 51,5 74,9; 53,7 75,9; 56,1 78,4; 55,1 88,8; 60 93,9; 64,1 97,1; 64 91,4; 66,4 90,9"
Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine City,Căn hộ chung cư tại Sunshine City,"80,3 m²","6,1 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 6; Số căn hộ: 2.368,"Giá T10/22: 51,3 tr/m²; Giá T11/22: 50 tr/m²; Giá T12/22: 49,1 tr/m²; Giá T1/23: 47,4 tr/m²; Giá T2/23: 49,1 tr/m²; Giá T3/23: 49,2 tr/m²; Giá T4/23: 48,1 tr/m²; Giá T5/23: 48,5 tr/m²; Giá T6/23: 48,6 tr/m²; Giá T7/23: 48 tr/m²; Giá T8/23: 50 tr/m²; Giá T9/23: 49,3 tr/m²; Giá T10/23: 52,8 tr/m²; Giá T11/23: 54 tr/m²; Giá T12/23: 51,4 tr/m²; Giá T1/24: 52,5 tr/m²; Giá T2/24: 55,9 tr/m²; Giá T3/24: 58,9 tr/m²; Giá T4/24: 62,7 tr/m²; Giá T5/24: 65,2 tr/m²; Giá T6/24: 65,2 tr/m²; Giá T7/24: 67,7 tr/m²; Giá T8/24: 71,4 tr/m²; Giá T9/24: 73,5 tr/m²; Giá T10/24: 75,3 tr/m²;  ","44,1 82,7; 42,8 80,1; 43,8 57,8; 42,3 58,3; 43,8 69,1; 42,9 72,6; 43,8 71; 43,4 65; 44,4 59; 43,2 62,9; 44,5 64,8; 43,8 65,5; 46,2 64,8; 46,3 68; 46,2 73,7; 46,9 63,1; 48,6 62,6; 51,5 74,9; 53,7 75,9; 56,1 78,4; 55,1 88,8; 60 93,9; 64,1 97,1; 64 91,4; 66,4 90,9"
Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,Goldmark City,Căn hộ chung cư tại Goldmark City,110 m²,"5,5 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông - Nam,Đông - Bắc,Số tòa: 9; Số căn hộ: 4.785,"Giá T10/22: 37,4 tr/m²; Giá T11/22: 37,2 tr/m²; Giá T12/22: 37,2 tr/m²; Giá T1/23: 35,7 tr/m²; Giá T2/23: 35,9 tr/m²; Giá T3/23: 36,2 tr/m²; Giá T4/23: 37,3 tr/m²; Giá T5/23: 37 tr/m²; Giá T6/23: 36,9 tr/m²; Giá T7/23: 37,2 tr/m²; Giá T8/23: 38,2 tr/m²; Giá T9/23: 39,4 tr/m²; Giá T10/23: 40,4 tr/m²; Giá T11/23: 42,9 tr/m²; Giá T12/23: 43 tr/m²; Giá T1/24: 44,1 tr/m²; Giá T2/24: 44,9 tr/m²; Giá T3/24: 49,1 tr/m²; Giá T4/24: 50 tr/m²; Giá T5/24: 50 tr/m²; Giá T6/24: 50 tr/m²; Giá T7/24: 52,6 tr/m²; Giá T8/24: 57,4 tr/m²; Giá T9/24: 60,6 tr/m²; Giá T10/24: 63,7 tr/m²;  ","32,6 43,4; 32,1 44,2; 31,2 44,9; 30,9 41; 30,1 44,8; 29,7 42,6; 32,1 42,2; 32,8 41,7; 33 41,5; 31,9 42,1; 33,6 46,2; 33,5 45,2; 35,7 48,1; 36,4 49,7; 36,5 49,8; 37,3 53,2; 36,6 52,2; 40 56,7; 40 57,1; 43 57,4; 43 57,5; 43,3 61,8; 45,1 67,5; 48,5 70,5; 53,5 73,5"
Phường Xuân Tảo,Bắc Từ Liêm,Hà Nội,Tổng công ty Xây dựng Hà Nội,Chung cư Han Jardin,Căn hộ chung cư tại Chung cư Han Jardin,"101,2 m²",Thỏa thuận,3 phòng,Không có thông tin,Không có thông tin,Full nội thất cao cấp.,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,"Giá Q3/22: 66,3 tr/m²; Giá Q3/22: 66,3 tr/m²; Giá Q3/22: 66,3 tr/m²; Giá Q1/23: 67,5 tr/m²; Giá Q1/23: 67,5 tr/m²; Giá Q1/23: 67,5 tr/m²; Giá Q2/23: 70 tr/m²; Giá Q2/23: 70 tr/m²; Giá Q2/23: 70 tr/m²; Giá Q3/23: 73,8 tr/m²; Giá Q3/23: 73,8 tr/m²; Giá Q3/23: 73,8 tr/m²; Giá Q3/23: 73,8 tr/m²; Giá Q4/23: 77,3 tr/m²; Giá Q4/23: 77,3 tr/m²; Giá Q4/23: 77,3 tr/m²; Giá Q1/24: 88,9 tr/m²; Giá Q1/24: 88,9 tr/m²; Giá Q1/24: 88,9 tr/m²; Giá Q1/24: 88,9 tr/m²; Giá Q2/24: 93 tr/m²; Giá Q2/24: 93 tr/m²; Giá Q2/24: 93 tr/m²; Giá Q3/24: 96,5 tr/m²; Giá Q3/24: 96,5 tr/m²;  ","50 70,1; 50 70,1; 50 70,1; 55 77,2; 55 77,2; 55 77,2; 59,9 80; 59,9 80; 59,9 80; 63 105; 63 105; 63 105; 63 105; 65 100; 65 100; 65 100; 68,9 106,4; 68,9 106,4; 68,9 106,4; 68,9 106,4; 80 114,7; 80 114,7; 80 114,7; 84,8 126,7; 84,8 126,7"
Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,Tổng công ty Xây dựng Hà Nội,Khu Ngoại Giao Đoàn,Căn hộ chung cư tại Khu Ngoại Giao Đoàn,"107,5 m²",11 tỷ,3 phòng,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 23,"Giá T10/22: 49,6 tr/m²; Giá T11/22: 45 tr/m²; Giá T12/22: 47,9 tr/m²; Giá T1/23: 50,4 tr/m²; Giá T2/23: 45,1 tr/m²; Giá T3/23: 46,9 tr/m²; Giá T4/23: 47,6 tr/m²; Giá T5/23: 51,2 tr/m²; Giá T6/23: 50 tr/m²; Giá T7/23: 50,6 tr/m²; Giá T8/23: 51,4 tr/m²; Giá T9/23: 53,5 tr/m²; Giá T10/23: 54,4 tr/m²; Giá T11/23: 53,3 tr/m²; Giá T12/23: 57,2 tr/m²; Giá T1/24: 55 tr/m²; Giá T2/24: 55,3 tr/m²; Giá T3/24: 60 tr/m²; Giá T4/24: 65 tr/m²; Giá T5/24: 69,3 tr/m²; Giá T6/24: 64,5 tr/m²; Giá T7/24: 65,1 tr/m²; Giá T8/24: 65,7 tr/m²; Giá T9/24: 69,3 tr/m²; Giá T10/24: 75,1 tr/m²;  ","38,3 53,1; 39 51,4; 36,8 69; 38 54,9; 40 61,7; 39,1 60,5; 40,1 54,3; 41,4 62; 40,9 76,4; 43,2 70,1; 43,9 64,7; 42,9 79,3; 47,7 80,5; 45,9 64,4; 49,1 71,9; 49,9 61,8; 52 59,6; 53 68,3; 55,7 76,5; 55 93,5; 55 97,7; 55 78,6; 55,9 90,5; 61,1 85,2; 62 90,5"
Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,Tổng công ty Xây dựng Hà Nội,Khu Ngoại Giao Đoàn,Căn hộ chung cư tại Khu Ngoại Giao Đoàn,129 m²,"7,9 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Không có thông tin,Nam,Số tòa: 23,"Giá T10/22: 49,6 tr/m²; Giá T11/22: 45 tr/m²; Giá T12/22: 47,9 tr/m²; Giá T1/23: 50,4 tr/m²; Giá T2/23: 45,1 tr/m²; Giá T3/23: 46,9 tr/m²; Giá T4/23: 47,6 tr/m²; Giá T5/23: 51,2 tr/m²; Giá T6/23: 50 tr/m²; Giá T7/23: 50,6 tr/m²; Giá T8/23: 51,4 tr/m²; Giá T9/23: 53,5 tr/m²; Giá T10/23: 54,4 tr/m²; Giá T11/23: 53,3 tr/m²; Giá T12/23: 57,2 tr/m²; Giá T1/24: 55 tr/m²; Giá T2/24: 55,3 tr/m²; Giá T3/24: 60 tr/m²; Giá T4/24: 65 tr/m²; Giá T5/24: 69,3 tr/m²; Giá T6/24: 64,5 tr/m²; Giá T7/24: 65,1 tr/m²; Giá T8/24: 65,7 tr/m²; Giá T9/24: 69,3 tr/m²; Giá T10/24: 75,1 tr/m²;  ","38,3 53,1; 39 51,4; 36,8 69; 38 54,9; 40 61,7; 39,1 60,5; 40,1 54,3; 41,4 62; 40,9 76,4; 43,2 70,1; 43,9 64,7; 42,9 79,3; 47,7 80,5; 45,9 64,4; 49,1 71,9; 49,9 61,8; 52 59,6; 53 68,3; 55,7 76,5; 55 93,5; 55 97,7; 55 78,6; 55,9 90,5; 61,1 85,2; 62 90,5"
Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,Công ty CP Ngôi sao An Bình,Green Stars,Căn hộ chung cư tại Green Stars,"66,8 m²","4,05 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Tây - Bắc,Đông - Nam,Số tòa: 7; Số căn hộ: 930,"Giá T10/22: 42,2 tr/m²; Giá T11/22: 41,5 tr/m²; Giá T12/22: 41,5 tr/m²; Giá T1/23: 41,7 tr/m²; Giá T2/23: 41,9 tr/m²; Giá T3/23: 41,2 tr/m²; Giá T4/23: 41,9 tr/m²; Giá T5/23: 41,2 tr/m²; Giá T6/23: 41 tr/m²; Giá T7/23: 40,8 tr/m²; Giá T8/23: 40,4 tr/m²; Giá T9/23: 41,6 tr/m²; Giá T10/23: 42,7 tr/m²; Giá T11/23: 45,2 tr/m²; Giá T12/23: 45,3 tr/m²; Giá T1/24: 48,1 tr/m²; Giá T2/24: 49,6 tr/m²; Giá T3/24: 50,9 tr/m²; Giá T4/24: 53,2 tr/m²; Giá T5/24: 54,8 tr/m²; Giá T6/24: 54,8 tr/m²; Giá T7/24: 54 tr/m²; Giá T8/24: 59,2 tr/m²; Giá T9/24: 64,4 tr/m²; Giá T10/24: 66 tr/m²;  ","38,8 45; 37,9 45,8; 36,8 44,3; 37,9 49; 37,9 44,5; 38,2 46,1; 39 44,5; 37,4 44,3; 38 45,6; 38,6 44,6; 38,2 44,4; 38,6 45,4; 39,6 48,4; 41,1 50; 40,1 51,9; 41,2 53,3; 45,9 56; 46,9 57,4; 49,2 62,3; 50 61,9; 50,8 60; 50 59,7; 51,9 65,8; 56,9 67,5; 59,8 72,6"
Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,Công ty CP Đầu tư Bất động sản Quang Minh,N02-T3 Ngoại Giao Đoàn,Căn hộ chung cư tại N02-T3 Ngoại Giao Đoàn,94 m²,99 triệu/m²,3 phòng,2 phòng,Sổ đỏ/sổ hồng.,Đầy đủ,Không có thông tin,Bắc,Nam,Không có thông tin,"Giá Q3/22: 46 tr/m²; Giá Q3/22: 46 tr/m²; Giá Q4/22: 50,5 tr/m²; Giá Q4/22: 50,5 tr/m²; Giá Q4/22: 50,5 tr/m²; Giá Q1/23: 50,5 tr/m²; Giá Q1/23: 50,5 tr/m²; Giá Q1/23: 50,5 tr/m²; Giá Q2/23: 50,7 tr/m²; Giá Q2/23: 50,7 tr/m²; Giá Q2/23: 50,7 tr/m²; Giá Q3/23: 51,2 tr/m²; Giá Q3/23: 51,2 tr/m²; Giá Q3/23: 51,2 tr/m²; Giá Q4/23: 54,9 tr/m²; Giá Q4/23: 54,9 tr/m²; Giá Q4/23: 54,9 tr/m²; Giá Q1/24: 61,8 tr/m²; Giá Q1/24: 61,8 tr/m²; Giá Q1/24: 61,8 tr/m²; Giá Q2/24: 61,8 tr/m²; Giá Q2/24: 61,8 tr/m²; Giá Q2/24: 61,8 tr/m²; Giá Q3/24: 73,6 tr/m²; Giá Q3/24: 73,6 tr/m²;  ","42,4 50,5; 42,4 50,5; 45,1 53,2; 45,1 53,2; 45,1 53,2; 45,1 53,2; 45,1 53,2; 45,1 53,2; 45,2 54,2; 45,2 54,2; 45,2 54,2; 44,7 56; 44,7 56; 44,7 56; 50 62; 50 62; 50 62; 53,9 66,2; 53,9 66,2; 53,9 66,2; 53,9 66,2; 53,9 66,2; 53,9 66,2; 69,4 80; 69,4 80"
Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine City,Căn hộ chung cư tại Sunshine City,74 m²,"5,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không có thông tin,Không có thông tin,Tây,Nam,Số tòa: 6; Số căn hộ: 2.368,"Giá T10/22: 51,3 tr/m²; Giá T11/22: 50 tr/m²; Giá T12/22: 49,1 tr/m²; Giá T1/23: 47,4 tr/m²; Giá T2/23: 49,1 tr/m²; Giá T3/23: 49,2 tr/m²; Giá T4/23: 48,1 tr/m²; Giá T5/23: 48,5 tr/m²; Giá T6/23: 48,6 tr/m²; Giá T7/23: 48 tr/m²; Giá T8/23: 50 tr/m²; Giá T9/23: 49,3 tr/m²; Giá T10/23: 52,8 tr/m²; Giá T11/23: 54 tr/m²; Giá T12/23: 51,4 tr/m²; Giá T1/24: 52,5 tr/m²; Giá T2/24: 55,9 tr/m²; Giá T3/24: 58,9 tr/m²; Giá T4/24: 62,7 tr/m²; Giá T5/24: 65,2 tr/m²; Giá T6/24: 65,2 tr/m²; Giá T7/24: 67,7 tr/m²; Giá T8/24: 71,4 tr/m²; Giá T9/24: 73,5 tr/m²; Giá T10/24: 75,3 tr/m²;  ","44,1 82,7; 42,8 80,1; 43,8 57,8; 42,3 58,3; 43,8 69,1; 42,9 72,6; 43,8 71; 43,4 65; 44,4 59; 43,2 62,9; 44,5 64,8; 43,8 65,5; 46,2 64,8; 46,3 68; 46,2 73,7; 46,9 63,1; 48,6 62,6; 51,5 74,9; 53,7 75,9; 56,1 78,4; 55,1 88,8; 60 93,9; 64,1 97,1; 64 91,4; 66,4 90,9"
Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,Goldmark City,Căn hộ chung cư tại Goldmark City,114 m²,"4,7 tỷ",3 phòng,2 phòng,Đã có sổ đỏ,Nội thất cơ bản.,Không có thông tin,Tây - Bắc,Đông - Nam,Số tòa: 9; Số căn hộ: 4.785,"Giá T10/22: 37,4 tr/m²; Giá T11/22: 37,2 tr/m²; Giá T12/22: 37,2 tr/m²; Giá T1/23: 35,7 tr/m²; Giá T2/23: 35,9 tr/m²; Giá T3/23: 36,2 tr/m²; Giá T4/23: 37,3 tr/m²; Giá T5/23: 37 tr/m²; Giá T6/23: 36,9 tr/m²; Giá T7/23: 37,2 tr/m²; Giá T8/23: 38,2 tr/m²; Giá T9/23: 39,4 tr/m²; Giá T10/23: 40,4 tr/m²; Giá T11/23: 42,9 tr/m²; Giá T12/23: 43 tr/m²; Giá T1/24: 44,1 tr/m²; Giá T2/24: 44,9 tr/m²; Giá T3/24: 49,1 tr/m²; Giá T4/24: 50 tr/m²; Giá T5/24: 50 tr/m²; Giá T6/24: 50 tr/m²; Giá T7/24: 52,6 tr/m²; Giá T8/24: 57,4 tr/m²; Giá T9/24: 60,6 tr/m²; Giá T10/24: 63,7 tr/m²;  ","32,6 43,4; 32,1 44,2; 31,2 44,9; 30,9 41; 30,1 44,8; 29,7 42,6; 32,1 42,2; 32,8 41,7; 33 41,5; 31,9 42,1; 33,6 46,2; 33,5 45,2; 35,7 48,1; 36,4 49,7; 36,5 49,8; 37,3 53,2; 36,6 52,2; 40 56,7; 40 57,1; 43 57,4; 43 57,5; 43,3 61,8; 45,1 67,5; 48,5 70,5; 53,5 73,5"
Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,An Bình City,Căn hộ chung cư tại An Bình City,90 m²,"5,7 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Bắc,Nam,Số tòa: 8; Số căn hộ: 2.732,"Giá T10/22: 46,4 tr/m²; Giá T11/22: 46,7 tr/m²; Giá T12/22: 45,6 tr/m²; Giá T1/23: 44,6 tr/m²; Giá T2/23: 44,6 tr/m²; Giá T3/23: 45 tr/m²; Giá T4/23: 44,6 tr/m²; Giá T5/23: 44,6 tr/m²; Giá T6/23: 45,8 tr/m²; Giá T7/23: 45,9 tr/m²; Giá T8/23: 47,6 tr/m²; Giá T9/23: 48,1 tr/m²; Giá T10/23: 48,3 tr/m²; Giá T11/23: 50,1 tr/m²; Giá T12/23: 48,8 tr/m²; Giá T1/24: 51,1 tr/m²; Giá T2/24: 51,2 tr/m²; Giá T3/24: 55,4 tr/m²; Giá T4/24: 60,7 tr/m²; Giá T5/24: 60,2 tr/m²; Giá T6/24: 60,1 tr/m²; Giá T7/24: 61,7 tr/m²; Giá T8/24: 66,4 tr/m²; Giá T9/24: 70 tr/m²; Giá T10/24: 73,5 tr/m²;  ","43,4 50; 43,1 51,8; 40,9 49,8; 40,5 51,9; 41,1 50,5; 41,1 49,1; 41,1 49,5; 41 49,8; 41,6 49,5; 42,2 48,7; 43,8 50; 43,3 51,5; 44,4 54,6; 46,4 55,3; 45,9 54,8; 47,3 54,9; 47,8 55,3; 50 61,6; 54,4 67,6; 55,5 65; 55,7 66,3; 57,8 67,9; 60,2 75,5; 65,5 79,5; 67,8 81,9"
Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine City,Căn hộ chung cư tại Sunshine City,"104,2 m²","6,5 tỷ",3 phòng,2 phòng,Không có thông tin,Đầy đủ,Không có thông tin,Nam,Bắc,Số tòa: 6; Số căn hộ: 2.368,"Giá T10/22: 51,3 tr/m²; Giá T11/22: 50 tr/m²; Giá T12/22: 49,1 tr/m²; Giá T1/23: 47,4 tr/m²; Giá T2/23: 49,1 tr/m²; Giá T3/23: 49,2 tr/m²; Giá T4/23: 48,1 tr/m²; Giá T5/23: 48,5 tr/m²; Giá T6/23: 48,6 tr/m²; Giá T7/23: 48 tr/m²; Giá T8/23: 50 tr/m²; Giá T9/23: 49,3 tr/m²; Giá T10/23: 52,8 tr/m²; Giá T11/23: 54 tr/m²; Giá T12/23: 51,4 tr/m²; Giá T1/24: 52,5 tr/m²; Giá T2/24: 55,9 tr/m²; Giá T3/24: 58,9 tr/m²; Giá T4/24: 62,7 tr/m²; Giá T5/24: 65,2 tr/m²; Giá T6/24: 65,2 tr/m²; Giá T7/24: 67,7 tr/m²; Giá T8/24: 71,4 tr/m²; Giá T9/24: 73,5 tr/m²; Giá T10/24: 75,3 tr/m²;  ","44,1 82,7; 42,8 80,1; 43,8 57,8; 42,3 58,3; 43,8 69,1; 42,9 72,6; 43,8 71; 43,4 65; 44,4 59; 43,2 62,9; 44,5 64,8; 43,8 65,5; 46,2 64,8; 46,3 68; 46,2 73,7; 46,9 63,1; 48,6 62,6; 51,5 74,9; 53,7 75,9; 56,1 78,4; 55,1 88,8; 60 93,9; 64,1 97,1; 64 91,4; 66,4 90,9"
Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,Tổng công ty Xây dựng Hà Nội,Khu Ngoại Giao Đoàn,Căn hộ chung cư tại Khu Ngoại Giao Đoàn,104 m²,140 triệu/m²,3 phòng,2 phòng,Không có thông tin,Hoàn thiện cao cấp với các thiết bị nhập khẩu cao cấp của Đức.,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 23,"Giá T10/22: 49,6 tr/m²; Giá T11/22: 45 tr/m²; Giá T12/22: 47,9 tr/m²; Giá T1/23: 50,4 tr/m²; Giá T2/23: 45,1 tr/m²; Giá T3/23: 46,9 tr/m²; Giá T4/23: 47,6 tr/m²; Giá T5/23: 51,2 tr/m²; Giá T6/23: 50 tr/m²; Giá T7/23: 50,6 tr/m²; Giá T8/23: 51,4 tr/m²; Giá T9/23: 53,5 tr/m²; Giá T10/23: 54,4 tr/m²; Giá T11/23: 53,3 tr/m²; Giá T12/23: 57,2 tr/m²; Giá T1/24: 55 tr/m²; Giá T2/24: 55,3 tr/m²; Giá T3/24: 60 tr/m²; Giá T4/24: 65 tr/m²; Giá T5/24: 69,3 tr/m²; Giá T6/24: 64,5 tr/m²; Giá T7/24: 65,1 tr/m²; Giá T8/24: 65,7 tr/m²; Giá T9/24: 69,3 tr/m²; Giá T10/24: 75,1 tr/m²;  ","38,3 53,1; 39 51,4; 36,8 69; 38 54,9; 40 61,7; 39,1 60,5; 40,1 54,3; 41,4 62; 40,9 76,4; 43,2 70,1; 43,9 64,7; 42,9 79,3; 47,7 80,5; 45,9 64,4; 49,1 71,9; 49,9 61,8; 52 59,6; 53 68,3; 55,7 76,5; 55 93,5; 55 97,7; 55 78,6; 55,9 90,5; 61,1 85,2; 62 90,5"
Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,Công ty CP Tập đoàn Sunshine,Sunshine City,Căn hộ chung cư tại Sunshine City,115 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,- Nội thất cơ bản - Full đồ.,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 6; Số căn hộ: 2.368,"Giá T10/22: 51,3 tr/m²; Giá T11/22: 50 tr/m²; Giá T12/22: 49,1 tr/m²; Giá T1/23: 47,4 tr/m²; Giá T2/23: 49,1 tr/m²; Giá T3/23: 49,2 tr/m²; Giá T4/23: 48,1 tr/m²; Giá T5/23: 48,5 tr/m²; Giá T6/23: 48,6 tr/m²; Giá T7/23: 48 tr/m²; Giá T8/23: 50 tr/m²; Giá T9/23: 49,3 tr/m²; Giá T10/23: 52,8 tr/m²; Giá T11/23: 54 tr/m²; Giá T12/23: 51,4 tr/m²; Giá T1/24: 52,5 tr/m²; Giá T2/24: 55,9 tr/m²; Giá T3/24: 58,9 tr/m²; Giá T4/24: 62,7 tr/m²; Giá T5/24: 65,2 tr/m²; Giá T6/24: 65,2 tr/m²; Giá T7/24: 67,7 tr/m²; Giá T8/24: 71,4 tr/m²; Giá T9/24: 73,5 tr/m²; Giá T10/24: 75,3 tr/m²;  ","44,1 82,7; 42,8 80,1; 43,8 57,8; 42,3 58,3; 43,8 69,1; 42,9 72,6; 43,8 71; 43,4 65; 44,4 59; 43,2 62,9; 44,5 64,8; 43,8 65,5; 46,2 64,8; 46,3 68; 46,2 73,7; 46,9 63,1; 48,6 62,6; 51,5 74,9; 53,7 75,9; 56,1 78,4; 55,1 88,8; 60 93,9; 64,1 97,1; 64 91,4; 66,4 90,9"
Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,Goldmark City,Căn hộ chung cư tại Goldmark City,78 m²,"4,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Không có thông tin,Không có thông tin,Không có thông tin,Số tòa: 9; Số căn hộ: 4.785,"Giá T10/22: 37,4 tr/m²; Giá T11/22: 37,2 tr/m²; Giá T12/22: 37,2 tr/m²; Giá T1/23: 35,7 tr/m²; Giá T2/23: 35,9 tr/m²; Giá T3/23: 36,2 tr/m²; Giá T4/23: 37,3 tr/m²; Giá T5/23: 37 tr/m²; Giá T6/23: 36,9 tr/m²; Giá T7/23: 37,2 tr/m²; Giá T8/23: 38,2 tr/m²; Giá T9/23: 39,4 tr/m²; Giá T10/23: 40,4 tr/m²; Giá T11/23: 42,9 tr/m²; Giá T12/23: 43 tr/m²; Giá T1/24: 44,1 tr/m²; Giá T2/24: 44,9 tr/m²; Giá T3/24: 49,1 tr/m²; Giá T4/24: 50 tr/m²; Giá T5/24: 50 tr/m²; Giá T6/24: 50 tr/m²; Giá T7/24: 52,6 tr/m²; Giá T8/24: 57,4 tr/m²; Giá T9/24: 60,6 tr/m²; Giá T10/24: 63,7 tr/m²;  ","32,6 43,4; 32,1 44,2; 31,2 44,9; 30,9 41; 30,1 44,8; 29,7 42,6; 32,1 42,2; 32,8 41,7; 33 41,5; 31,9 42,1; 33,6 46,2; 33,5 45,2; 35,7 48,1; 36,4 49,7; 36,5 49,8; 37,3 53,2; 36,6 52,2; 40 56,7; 40 57,1; 43 57,4; 43 57,5; 43,3 61,8; 45,1 67,5; 48,5 70,5; 53,5 73,5"
